dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
0.28712225131298136,tcp,http,FIN,1239,0,177217,0,617217.9243844891,68.87851923402272,64,617217.9243844891,0.0,1,1,0.0008071025020177562,1.0,0.0908753890358225,3.147341150276775,0,0,0,0,0,0,0,143.03228410008072,0.0,0,0,1239,1,0,1239,0,0,0,0,0,1239,0,0,DoS,1
4.883068522607281,tcp,http,FIN,220,397,3936,1627,1139.2426655994732,62.01011301744221,64,806.0505360056671,333.19212959380604,1,0,0.004545454545454545,0.0025188916876574307,0.20670040275230245,3.22881656091847,0,0,0,0,0,0,0,17.89090909090909,4.0982367758186395,0,0,220,1,397,220,397,397,0,0,0,220,397,0,Fuzzers,1
9.240877617610204,tcp,smtp,FIN,7,26,273,4776,546.3766764293248,62.09143338179034,64,29.542648576986664,516.8340278523381,0,0,0.14285714285714285,0.038461538461538464,0.7894108390752157,0.508454066957577,0,0,0,0,0,0,0,39.0,183.69230769230768,0,0,7,1,26,7,26,26,0,0,0,7,26,0,Normal,0
15.830074600993367,tcp,http,FIN,2,21,2570,5160,488.3110278908558,69.34361896690814,64,162.34920332205684,325.96182456879893,1,0,0.5,0.047619047619047616,0.46035808612797197,1.2508174814642372,0,0,0,0,0,0,0,1285.0,245.71428571428572,0,0,2,1,21,2,21,21,0,0,0,2,21,0,Normal,0
4.506791744324325,tcp,dns,FIN,23,37,7043,4435,2546.8228068126155,62.08996002186675,64,1562.7524854836427,984.0703213289728,0,0,0.043478260869565216,0.02702702702702703,0.5270020986658956,0.4461039551800162,0,0,0,0,0,0,0,306.2173913043478,119.86486486486487,0,0,23,1,37,23,37,37,0,0,0,23,37,0,Backdoors,1
4.409594448529498,tcp,dns,FIN,259,429,2045,1446,791.682781885797,65.3136922405586,64,463.76146919405755,327.92131269173944,0,2,0.003861003861003861,0.002331002331002331,1.2199911774657697,0.45373976724540954,0,0,0,0,0,0,0,7.895752895752896,3.370629370629371,0,0,259,1,429,259,429,429,0,0,0,259,429,0,Fuzzers,1
3.1396597723908473,tcp,ftp,FIN,59,39,6397,10613,5417.784484032454,68.80753310661038,64,2037.4819132484192,3380.302570784035,0,0,0.01694915254237288,0.02564102564102564,2.466993771507341,0.3411095209504743,0,0,0,0,0,0,0,108.42372881355932,272.12820512820514,0,0,59,1,39,59,39,39,0,0,0,59,39,0,Exploits,1
1.6442735625320886,tcp,ftp,FIN,4,10,5548,1819,4480.398011542091,68.23233128155869,64,3374.13440586881,1106.2636056732813,2,0,0.25,0.1,0.5885953948689916,1.1749603579685859,0,0,0,0,0,0,0,1387.0,181.9,0,0,4,1,10,4,10,10,0,0,0,4,10,0,Generic,1
11.716811744560259,tcp,ftp,FIN,56,36,4931,9118,1199.0463196203953,67.78546135178361,64,420.84827404428563,778.1980455761096,0,0,0.017857142857142856,0.027777777777777776,0.1487682942034164,1.9801487052873719,0,0,0,0,0,0,0,88.05357142857143,253.27777777777777,0,0,56,1,36,56,36,36,0,0,0,56,36,0,Exploits,1
4.924314820180751,tcp,dns,FIN,14,26,1094,5784,1396.742542091884,61.72180509224265,64,222.16288761973263,1174.5796544721513,1,0,0.07142857142857142,0.038461538461538464,1.0489695536561836,0.46239816631134845,0,0,0,0,0,0,0,78.14285714285714,222.46153846153845,0,0,14,1,26,14,26,26,0,0,0,14,26,0,Analysis,1
2.201621803183828,tcp,dns,FIN,491,572,791,495,584.1148548494018,60.01357320466538,64,359.28059890037076,224.83425594903102,2,0,0.002036659877800407,0.0017482517482517483,0.17658524757608243,0.5574579537338464,0,0,0,0,0,0,0,1.6109979633401221,0.8653846153846154,0,0,491,1,572,491,572,572,0,0,0,491,572,0,Reconnaissance,1
3.0572407062201803,tcp,ftp,FIN,2,23,628,2199,924.6900298848767,62.98489768519791,64,205.41398612228602,719.2760437625907,2,2,0.5,0.043478260869565216,1.1405407553499514,2.0141690701563095,0,0,0,0,0,0,0,314.0,95.6086956521739,0,0,2,1,23,2,23,23,0,0,0,2,23,0,Normal,0
0.01223342382004553,tcp,http,FIN,1979,0,177060,0,14473462.425937682,64.78681067907648,64,14473462.425937682,0.0,2,1,0.0005053057099545225,1.0,1.8331814835237896,1.8239976747738642,0,0,0,0,0,0,0,89.46942900454775,0.0,0,0,1979,1,0,1979,0,0,0,0,0,1979,0,0,DoS,1
8.406560926560338,tcp,http,FIN,8,26,10769,3772,1729.7204085035582,61.57336564657899,64,1281.0232500636007,448.6971584399575,2,0,0.125,0.038461538461538464,0.13579613467778082,1.367558908344853,0,0,0,0,0,0,0,1346.125,145.07692307692307,0,0,8,1,26,8,26,26,0,0,0,8,26,0,Shellcode,1
10.25856801671295,tcp,http,FIN,22,20,5359,3847,897.3962043242159,60.768751862384704,64,522.3925981939467,375.0036061302692,1,2,0.045454545454545456,0.05,1.3207471668172968,1.5516433476309137,0,0,0,0,0,0,0,243.5909090909091,192.35,0,0,22,1,20,22,20,20,0,0,0,22,20,0,Normal,0
14.541441229348253,tcp,ftp,FIN,10,23,6547,5311,815.4624987286405,68.05979993975657,64,450.2304755588134,365.2320231698271,2,1,0.1,0.043478260869565216,0.5694305727971334,0.7985965867957545,0,0,0,0,0,0,0,654.7,230.91304347826087,0,0,10,1,23,10,23,23,0,0,0,10,23,0,Normal,0
5.408328185122995,tcp,ftp,FIN,60,39,13495,6598,3715.196140513623,64.65350900732338,64,2495.2257958608143,1219.9703446528088,2,2,0.016666666666666666,0.02564102564102564,2.8463462464597447,1.9121501474958502,0,0,0,0,0,0,0,224.91666666666666,169.17948717948718,0,0,60,1,39,60,39,39,0,0,0,60,39,0,Exploits,1
0.1502664485805719,tcp,ftp,FIN,1365,0,164150,0,1092392.8897672978,63.00704504145035,64,1092392.8897672978,0.0,2,2,0.0007326007326007326,1.0,1.2217934563643609,0.9045588515604623,0,0,0,0,0,0,0,120.25641025641026,0.0,0,0,1365,1,0,1365,0,0,0,0,0,1365,0,0,DoS,1
17.04846486972741,tcp,smtp,FIN,57,55,12363,9332,1272.5485940099709,59.73031331801508,64,725.1679312166523,547.3806627933187,1,1,0.017543859649122806,0.01818181818181818,1.190178924935834,0.646743236940538,0,0,0,0,0,0,0,216.89473684210526,169.6727272727273,0,0,57,1,55,57,55,55,0,0,0,57,55,0,Backdoors,1
2.4332351203657376,tcp,smtp,FIN,474,977,676,93,316.04015311286986,57.940565051233605,64,277.8194323853056,38.220720727564235,1,1,0.002109704641350211,0.0010235414534288639,1.9361608951016178,2.3484865026268382,0,0,0,0,0,0,0,1.4261603375527425,0.09518935516888434,0,0,474,1,977,474,977,977,0,0,0,474,977,0,Reconnaissance,1
2.3991015242659617,tcp,smtp,FIN,5,25,3290,6898,4246.589774110189,62.2589732167586,64,1371.346717395222,2875.2430567149668,2,0,0.2,0.04,2.1020001521147256,0.6766259025709748,0,0,0,0,0,0,0,658.0,275.92,0,0,5,1,25,5,25,25,0,0,0,5,25,0,Normal,0
3.090045595025168,tcp,http,FIN,282,438,4845,1003,1892.5287087721333,65.70637925860754,64,1567.938029069936,324.5906797021973,0,2,0.0035460992907801418,0.00228310502283105,4.380190360502702,1.9056550883107324,0,0,0,0,0,0,0,17.180851063829788,2.2899543378995433,0,0,282,1,438,282,438,438,0,0,0,282,438,0,Fuzzers,1
0.2852531706005075,tcp,dns,FIN,1461,0,181422,0,636003.4478076972,67.17548881479058,64,636003.4478076972,0.0,1,0,0.0006844626967830253,1.0,2.1956070063072466,1.9342041387008413,0,0,0,0,0,0,0,124.17659137577002,0.0,0,0,1461,1,0,1461,0,0,0,0,0,1461,0,0,DoS,1
0.06291134860353374,tcp,dns,FIN,1767,0,155918,0,2478376.3734360966,59.79687686672503,64,2478376.3734360966,0.0,1,0,0.0005659309564233164,1.0,0.13728348878678148,1.4497573810774267,0,0,0,0,0,0,0,88.23882286361064,0.0,0,0,1767,1,0,1767,0,0,0,0,0,1767,0,0,DoS,1
0.9006250981771053,tcp,dns,FIN,465,673,1131,307,1596.6688058222662,61.64379222174138,64,1255.7944501981801,340.87435562408604,1,0,0.002150537634408602,0.0014858841010401188,0.8289928742665087,1.2709151100657408,0,0,0,0,0,0,0,2.432258064516129,0.4561664190193165,0,0,465,1,673,465,673,673,0,0,0,465,673,0,Reconnaissance,1
0.2343821948079445,tcp,dns,FIN,1023,0,121536,0,518537.68200945476,66.23162301791054,64,518537.68200945476,0.0,0,1,0.0009775171065493646,1.0,0.9876749304272747,0.516996290392421,0,0,0,0,0,0,0,118.80351906158357,0.0,0,0,1023,1,0,1023,0,0,0,0,0,1023,0,0,DoS,1
2.5626365520215977,tcp,ftp,FIN,25,20,5883,2722,3357.8698443256567,70.57386062754135,64,2295.682544354194,1062.1872999714628,1,2,0.04,0.05,1.6735475340463166,0.7103206603600215,0,0,0,0,0,0,0,235.32,136.1,0,0,25,1,20,25,20,20,0,0,0,25,20,0,Normal,0
14.453756419148203,tcp,smtp,FIN,11,55,8170,11024,1327.9592822369668,62.61634344904578,64,565.2509813418787,762.7083008950882,2,0,0.09090909090909091,0.01818181818181818,0.4376054779040027,0.43342338886898213,0,0,0,0,0,0,0,742.7272727272727,200.43636363636364,0,0,11,1,55,11,55,55,0,0,0,11,55,0,Shellcode,1
17.91653437650725,tcp,dns,FIN,4,9,7327,2123,527.4457549330049,59.148147527917054,64,408.95185676128324,118.49389817172161,1,0,0.25,0.1111111111111111,1.0172829328999664,1.0738390616188191,0,0,0,0,0,0,0,1831.75,235.88888888888889,0,0,4,1,9,4,9,9,0,0,0,4,9,0,Normal,0
17.531922533450448,tcp,http,FIN,24,23,121,5501,320.67219035866555,59.247600803241305,64,6.9016960215934775,313.7704943370721,2,1,0.041666666666666664,0.043478260869565216,1.4987348719451694,0.21602575411103075,0,0,0,0,0,0,0,5.041666666666667,239.17391304347825,0,0,24,1,23,24,23,23,0,0,0,24,23,0,Normal,0
0.43627230815574625,tcp,ftp,FIN,940,901,723,424,2629.0919193306418,61.004137234311344,64,1657.2218462738047,971.870073056837,2,0,0.0010638297872340426,0.0011098779134295228,1.793911485303311,0.7239534734980214,0,0,0,0,0,0,0,0.7691489361702127,0.47058823529411764,0,0,940,1,901,940,901,901,0,0,0,940,901,0,Reconnaissance,1
6.346224053207487,tcp,dns,FIN,17,24,5723,1461,1132.011719058215,62.50677044353148,64,901.7960840994105,230.21563495880457,2,0,0.058823529411764705,0.041666666666666664,1.5652969597117758,1.6613592890815039,0,0,0,0,0,0,0,336.6470588235294,60.875,0,0,17,1,24,17,24,24,0,0,0,17,24,0,Analysis,1
2.402324918701375,tcp,dns,FIN,84,231,2609,1623,1761.626817028436,68.09057611667964,64,1086.0312773221149,675.5955397063213,0,2,0.011904761904761904,0.004329004329004329,2.290367193181152,2.7826210964689166,0,0,0,0,0,0,0,31.05952380952381,7.025974025974026,0,0,84,1,231,84,231,231,0,0,0,84,231,0,Fuzzers,1
10.816920003596884,tcp,http,FIN,26,13,2687,449,289.9161682768482,52.57464944353575,64,248.4071250509857,41.50904322586252,1,2,0.038461538461538464,0.07692307692307693,0.9684018769137543,0.25609967011747825,0,0,0,0,0,0,0,103.34615384615384,34.53846153846154,0,0,26,1,13,26,13,13,0,0,0,26,13,0,Normal,0
0.371338797278583,tcp,ftp,FIN,24,30,5178,4768,26784.166030834604,66.60856007378285,64,13944.13952419682,12840.026506637783,1,0,0.041666666666666664,0.03333333333333333,0.6512203125940489,1.7550213730980642,0,0,0,0,0,0,0,215.75,158.93333333333334,0,0,24,1,30,24,30,30,0,0,0,24,30,0,Normal,0
1.312436621508922,tcp,smtp,FIN,7,21,6353,1941,6319.543255707314,65.42215560882194,64,4840.614697794618,1478.9285579126954,2,2,0.14285714285714285,0.047619047619047616,0.10180516267031532,1.1733540118022385,0,0,0,0,0,0,0,907.5714285714286,92.42857142857143,0,0,7,1,21,7,21,21,0,0,0,7,21,0,Normal,0
17.234041715327006,tcp,ftp,FIN,11,30,3123,4342,433.1543420462445,59.615721670455734,64,181.21111992102098,251.9432221252235,1,2,0.09090909090909091,0.03333333333333333,0.4267672020066462,0.4180406540734248,0,0,0,0,0,0,0,283.90909090909093,144.73333333333332,0,0,11,1,30,11,30,30,0,0,0,11,30,0,Normal,0
4.571152957804156,tcp,http,FIN,38,35,9034,2196,2456.710616263113,67.15270460267294,64,1976.306652477379,480.40396378573433,1,1,0.02631578947368421,0.02857142857142857,2.340012259000191,0.5966164760988241,0,0,0,0,0,0,0,237.73684210526315,62.74285714285714,0,0,38,1,35,38,35,35,0,0,0,38,35,0,Shellcode,1
14.402247360591035,tcp,dns,FIN,49,43,9686,9332,1320.4883601735019,65.86532465674131,64,672.5339287328078,647.954431440694,0,1,0.02040816326530612,0.023255813953488372,0.2887298519550493,0.7235113608534919,0,0,0,0,0,0,0,197.6734693877551,217.02325581395348,0,0,49,1,43,49,43,43,0,0,0,49,43,0,Exploits,1
15.07737110276043,tcp,ftp,FIN,29,7,3714,1621,353.8415260617446,59.41413986593115,64,246.32941476913206,107.51211129261256,2,0,0.034482758620689655,0.14285714285714285,0.10217702736528342,0.688981246658909,0,0,0,0,0,0,0,128.06896551724137,231.57142857142858,0,0,29,1,7,29,7,7,0,0,0,29,7,0,Normal,0
7.445504986298433,tcp,smtp,FIN,48,44,11256,5031,2187.4943378551357,56.36053493874885,64,1511.7846298825693,675.7097079725662,2,0,0.020833333333333332,0.022727272727272728,0.2420136179422917,0.5061780449124952,0,0,0,0,0,0,0,234.5,114.3409090909091,0,0,48,1,44,48,44,44,0,0,0,48,44,0,Analysis,1
10.00951948518505,tcp,http,FIN,35,26,5769,8724,1447.921653127394,57.88808903805665,64,576.3513431927094,871.5703099346847,0,1,0.02857142857142857,0.038461538461538464,0.496066051683845,1.2330034729270842,0,0,0,0,0,0,0,164.82857142857142,335.53846153846155,0,0,35,1,26,35,26,26,0,0,0,35,26,0,Exploits,1
14.796385749498974,tcp,http,FIN,15,16,2378,634,203.56322489780928,61.97342074296113,64,160.71492324269272,42.848301655116565,1,2,0.06666666666666667,0.0625,2.20849469596861,0.8639485285271573,0,0,0,0,0,0,0,158.53333333333333,39.625,0,0,15,1,16,15,16,16,0,0,0,15,16,0,Normal,0
12.186393038930431,tcp,http,FIN,12,25,562,7732,680.5951501403358,65.30971045567541,64,46.1170092089304,634.4781409314054,0,1,0.08333333333333333,0.04,2.01804184373519,0.9226472310180276,0,0,0,0,0,0,0,46.833333333333336,309.28,0,0,12,1,25,12,25,25,0,0,0,12,25,0,Normal,0
7.4092499569267805,tcp,smtp,FIN,27,25,2358,3747,823.9700422432827,64.31597399324019,64,318.2508369548994,505.71920528838336,2,1,0.037037037037037035,0.04,0.6949853707746849,1.5960551660481128,0,0,0,0,0,0,0,87.33333333333333,149.88,0,0,27,1,25,27,25,25,0,0,0,27,25,0,Normal,0
17.728788365497657,tcp,dns,FIN,35,41,10538,8276,1061.211833100467,63.922809949845906,64,594.4004622734517,466.81137082701525,2,0,0.02857142857142857,0.024390243902439025,0.7014394079879813,1.5560106435875833,0,0,0,0,0,0,0,301.0857142857143,201.85365853658536,0,0,35,1,41,35,41,41,0,0,0,35,41,0,Shellcode,1
0.06695960362212343,tcp,smtp,FIN,201,0,118686,0,1772501.5319652548,56.855014530278616,64,1772501.5319652548,0.0,1,0,0.004975124378109453,1.0,3.293465760471503,0.14500689282342294,0,0,0,0,0,0,0,590.4776119402985,0.0,0,0,201,1,0,201,0,0,0,0,0,201,0,0,DoS,1
0.27116029267169384,tcp,http,FIN,806,0,53208,0,196223.42001386374,64.79854973650434,64,196223.42001386374,0.0,0,0,0.0012406947890818859,1.0,1.485176189996808,0.024812653218128755,0,0,0,0,0,0,0,66.01488833746899,0.0,0,0,806,1,0,806,0,0,0,0,0,806,0,0,DoS,1
0.03896463762016606,tcp,http,FIN,1481,0,71996,0,1847726.666980181,64.17981276635362,64,1847726.666980181,0.0,1,1,0.0006752194463200541,1.0,0.632712011178156,0.7907753192215345,0,0,0,0,0,0,0,48.61309925725861,0.0,0,0,1481,1,0,1481,0,0,0,0,0,1481,0,0,DoS,1
9.072089235447555,tcp,http,FIN,13,8,5762,7176,1426.1323565300806,58.82385401856539,64,635.1348460601581,790.9975104699226,2,1,0.07692307692307693,0.125,2.1678208396427303,1.150796926277707,0,0,0,0,0,0,0,443.2307692307692,897.0,0,0,13,1,8,13,8,8,0,0,0,13,8,0,Normal,0
16.362608256620867,tcp,http,FIN,28,23,6552,1620,499.4313786552539,61.060188336558284,64,400.4251582169877,99.0062204382662,2,0,0.03571428571428571,0.043478260869565216,1.6865595622259777,0.9916063334808455,0,0,0,0,0,0,0,234.0,70.43478260869566,0,0,28,1,23,28,23,23,0,0,0,28,23,0,Exploits,1
8.496955776446233,tcp,http,FIN,5,54,8312,4959,1561.8534860199618,61.51831706194709,64,978.2327010623104,583.6207849576513,1,2,0.2,0.018518518518518517,0.08049303760295075,1.0478041694495102,0,0,0,0,0,0,0,1662.4,91.83333333333333,0,0,5,1,54,5,54,54,0,0,0,5,54,0,Exploits,1
3.061552164132515,tcp,smtp,FIN,16,13,6525,2393,2912.9015355277797,62.27459503001904,64,2131.271868055479,781.6296674723006,2,1,0.0625,0.07692307692307693,1.7969141564444038,0.43906891528036884,0,0,0,0,0,0,0,407.8125,184.07692307692307,0,0,16,1,13,16,13,13,0,0,0,16,13,0,Normal,0
6.857855860342542,tcp,dns,FIN,40,22,560,5626,902.0312071258693,63.52638088522133,64,81.6581758794838,820.3730312463855,1,1,0.025,0.045454545454545456,0.5785841878327547,1.6828647480652918,0,0,0,0,0,0,0,14.0,255.72727272727272,0,0,40,1,22,40,22,22,0,0,0,40,22,0,Analysis,1
2.253167144733874,tcp,ftp,FIN,211,183,1717,251,873.4371990997784,63.88503619412588,64,762.0384506373574,111.39874846242093,2,2,0.004739336492890996,0.00546448087431694,0.18402836331344014,2.060699223355993,0,0,0,0,0,0,0,8.137440758293838,1.3715846994535519,0,0,211,1,183,211,183,183,0,0,0,211,183,0,Reconnaissance,1
1.5920306890967946,tcp,http,FIN,368,291,1107,280,871.2143613179251,66.36510171996441,64,695.3383547072408,175.87600661068421,2,1,0.002717391304347826,0.003436426116838488,1.1663492840976466,1.8974689707289674,0,0,0,0,0,0,0,3.0081521739130435,0.9621993127147767,0,0,368,1,291,368,291,291,0,0,0,368,291,0,Reconnaissance,1
0.3076410032318436,tcp,ftp,FIN,840,206,1777,87,6059.010276322812,55.02557516237233,64,5776.213122867831,282.797153454981,2,0,0.0011904761904761906,0.0048543689320388345,0.48303097522331695,1.707693921624735,0,0,0,0,0,0,0,2.1154761904761905,0.4223300970873786,0,0,840,1,206,840,206,206,0,0,0,840,206,0,Reconnaissance,1
7.858777374986985,tcp,http,FIN,26,13,1358,1617,378.5576124689404,63.03198849599264,64,172.80041604464574,205.75719642429468,2,1,0.038461538461538464,0.07692307692307693,0.2768901804892918,0.11685388157587465,0,0,0,0,0,0,0,52.23076923076923,124.38461538461539,0,0,26,1,13,26,13,13,0,0,0,26,13,0,Normal,0
17.83003872391327,tcp,ftp,FIN,23,12,19778,1371,1186.1443672377115,66.95628775647486,64,1109.251657063098,76.89271017461358,1,2,0.043478260869565216,0.08333333333333333,0.31990352604675276,2.812145531964627,0,0,0,0,0,0,0,859.9130434782609,114.25,0,0,23,1,12,23,12,12,0,0,0,23,12,0,Exploits,1
14.683897591335928,tcp,http,FIN,37,14,9832,5040,1012.8101144463892,63.71799435068905,64,669.5769933591245,343.23312108726475,2,1,0.02702702702702703,0.07142857142857142,2.4650905945874637,0.1587939721357872,0,0,0,0,0,0,0,265.72972972972974,360.0,0,0,37,1,14,37,14,14,0,0,0,37,14,0,Generic,1
12.926916778969638,tcp,http,FIN,32,49,5983,7777,1064.4456242176539,53.54129513309003,64,462.8327158208011,601.6129083968528,2,0,0.03125,0.02040816326530612,2.9069300023079463,1.2225441938768384,0,0,0,0,0,0,0,186.96875,158.71428571428572,0,0,32,1,49,32,49,49,0,0,0,32,49,0,Generic,1
1.5661425239321467,tcp,smtp,FIN,823,421,719,88,515.2787742292114,64.77848815684817,64,459.0897629130149,56.18901131619654,1,2,0.001215066828675577,0.0023752969121140144,0.7547108871649668,2.877240029387198,0,0,0,0,0,0,0,0.8736330498177399,0.20902612826603326,0,0,823,1,421,823,421,421,0,0,0,823,421,0,Reconnaissance,1
15.45878571736268,tcp,smtp,FIN,18,6,7771,5039,828.6549949141431,60.45160414403674,64,502.6914883276976,325.96350658644553,2,2,0.05555555555555555,0.16666666666666666,2.8672277957757175,0.2960052590112692,0,0,0,0,0,0,0,431.72222222222223,839.8333333333334,0,0,18,1,6,18,6,6,0,0,0,18,6,0,Normal,0
2.262700149620931,tcp,smtp,FIN,50,23,22548,11791,15176.116024809031,62.05656036106772,64,9965.085300311424,5211.030724497606,1,0,0.02,0.043478260869565216,0.8066580491981525,0.8060549720096478,0,0,0,0,0,0,0,450.96,512.6521739130435,0,0,50,1,23,50,23,23,0,0,0,50,23,0,Backdoors,1
10.64109375204617,tcp,smtp,FIN,50,9,2191,2787,467.80905384305845,65.44079339042037,64,205.89988689637224,261.9091669466862,2,1,0.02,0.1111111111111111,0.2787053694089628,0.5946667045820757,0,0,0,0,0,0,0,43.82,309.6666666666667,0,0,50,1,9,50,9,9,0,0,0,50,9,0,Generic,1
11.139572647650075,tcp,http,FIN,30,29,3791,6689,940.790130060401,63.508258183799924,64,340.3182617422691,600.4718683181319,1,2,0.03333333333333333,0.034482758620689655,1.1222774970478295,0.37374085696330517,0,0,0,0,0,0,0,126.36666666666666,230.6551724137931,0,0,30,1,29,30,29,29,0,0,0,30,29,0,Normal,0
1.6827778706395682,tcp,http,FIN,2,25,6030,5238,6696.0709411500675,66.3736525217566,64,3583.3606474205635,3112.7102937295044,2,2,0.5,0.04,1.9802121936252184,0.9907243336856242,0,0,0,0,0,0,0,3015.0,209.52,0,0,2,1,25,2,25,25,0,0,0,2,25,0,Normal,0
0.00567334433811415,tcp,dns,FIN,1662,0,138608,0,13860800.0,65.66203436296522,64,13860800.0,0.0,0,2,0.0006016847172081829,1.0,0.9200706234154447,2.0058007324649743,0,0,0,0,0,0,0,83.39831528279181,0.0,0,0,1662,1,0,1662,0,0,0,0,0,1662,0,0,DoS,1
